Final Event Number	Date & Time Reported	Date and Time Occurred	Log Type	Location	Status	Remarks	AreaName
2016-0013861	10/24/2016  3:19:00 AM	10/24/2016  3:15:00AM To  3:45:00AM	SUSPICIOUS ACTIVITY	ADAMS HOUSE D 45-57 BOW ST	CLOSED	Officer dispatched to a report to take a report of past suspicious activity.	River Team
2016-0013874	10/24/2016  10:45:38 AM	10/24/2016 10:45:00AM	SUSPICIOUS ACTIVITY	LAMONT LIBRARY 11 QUINCY ST	CLOSED	Officers dispatched to a report of an individual asking questions on how to access the building. Officers arrived and report individual was believed to be asking questions for tourist purposes.	Yard Team
2016-0013955	10/26/2016  3:50:16 PM	10/26/2016  3:50:00PM	SUSPICIOUS ACTIVITY	POUND BUILDING 1563 MASSACHUSETTS AVE	CLOSED	"Officers dispatched to a report of an individual in the area handing out flyers who doesn't seem to have authorization to do so. Officers arrived, located individual and sent them on their way."	North Yard Team
2016-0014029	10/28/2016  5:31:16 PM	10/28/2016  5:31:00PM	SUSPICIOUS ACTIVITY	CHAO CENTER 49 HARVARD WAY	CLOSED	"Officers dispatched to a report of an individual in the building taking pictures who doesn't seem to have authorization to be there. Officers arrived, located individual and report individual works in the building."	Allston/Watertown Team
2016-0014037	10/28/2016  8:26:59 PM	10/28/2016  8:26:00PM	SUSPICIOUS ACTIVITY	 20 DEWOLFE ST	CLOSED	Officers dispatched to a report of an individual in the building who doesn't seem to have authorization to be there. Officers arrived and report individuals gone on arrival.	River Team
2016-0014072	10/29/2016  10:37:22 PM	10/29/2016 10:37:00PM	SUSPICIOUS ACTIVITY	WIDENER GATE 42 HARVARD YARD	CLOSED	Officers dispatched to a report of an individual wandering around checking the bike racks. Officers arrived and report individual gone on arrival.	Yard Team
2016-0014110	10/30/2016  10:11:22 PM	10/30/2016 10:11:00PM	SUSPICIOUS ACTIVITY	BOYLSTON GATE 44 HARVARD YARD	CLOSED	Officers dispatched to a report of an individual in the area smoking marijuana and yelling at people walking by. Officers arrived and report individual gone on arrival.	Yard Team
2016-0008800	6/25/2016  11:24:18 PM	6/25/2016 11:24:00PM	SUSPICIOUS MAIL/ PACKAGE/BAG	NORTHWEST SCIENCE BUILDING 52 OXFORD ST	CLOSED	Officer dispatched to a report of a suspicious package left outside of the building. Officer arrived and report package from Amazon Prime and was brought into the building.	North Yard Team
2016-0009026	7/1/2016  12:01:03 PM	7/1/2016 12:01:00PM	SUSPICIOUS MAIL/ PACKAGE/BAG	SCIENCE CENTER PLAZA 1 OXFORD ST	CLOSED	Officer dispatched to a report of two unattended bags on a platform. Officer arrived and report bags were for a Jenga game.	North Yard Team
2016-0009514	7/11/2016  9:30:00 AM	5/4/2016 To 5/11/2016 8:00:00AM To  8:04:00AM	SUSPICIOUS MAIL/ PACKAGE/BAG	SPH SCHOOL OF PUBLIC HEALTH 1 665 HUNTINGTON AVE	CLOSED	Officer dispatched to take a report of a suspicious package an individual received.	Longwood Team
2016-0009585	7/13/2016  12:46:05 PM	7/13/2016 12:46:00PM	SUSPICIOUS MAIL/ PACKAGE/BAG	SCIENCE CENTER PLAZA 1 OXFORD ST	CLOSED	Officer was approached by an individual of an unattended bag in the area. Officer was able to get in contact with the owner of the bag.	North Yard Team
2016-0010834	8/17/2016  9:36:46 AM	8/17/2016  9:36:00AM	SUSPICIOUS MAIL/ PACKAGE/BAG	MATTHEWS HALL NORTH 9 HARVARD YARD	CLOSED	Officer dispatched to a report of a back pack left behind. Officer arrived and report multiple bags left behind due to a summer class.	Yard Team
2016-0010873	8/18/2016  8:09:31 AM	8/18/2016  8:09:00AM	SUSPICIOUS MAIL/ PACKAGE/BAG	TAC TEACHING & CURRICULUM BUIL 46 BRATTLE ST	CLOSED	Officer dispatched to a report of an unattended bag in the area. Officer arrived and report bag was trash and was disposed of properly.	Radcliffe/Quad Team
2016-0011199	8/26/2016  8:12:49 AM	8/26/2016  8:12:00AM	SUSPICIOUS MAIL/ PACKAGE/BAG	1 WESTERN AVE GARAGE 1 WESTERN AVE	CLOSED	Officer dispatched to a report of an unattended bag in the area. Officer arrived and report bag was left for trash.	Allston/Watertown Team
2016-0011479	8/27/2016  11:08:08 AM	8/27/2016 11:08:00AM	SUSPICIOUS MAIL/ PACKAGE/BAG	"HILLEL, HARVARD 52 MT AUBURN ST"	CLOSED	Officer dispatched to a report of a silver box in a restroom. Officer arrived and report silver box was the trash can.	River Team
2016-0011829	9/5/2016  11:25:00 PM	9/5/2016 To 9/6/201611:27:00PM To  1:03:00AM	SUSPICIOUS MAIL/ PACKAGE/BAG	GUND HALL 48 QUINCY ST	CLOSED	Officer dispatched to a report of a suspicious bag on top of the bike rack. Officer arrived and report bag containing a white powdery substance. CFD and a Cambridge bomb tech was notified and arrived on scene. It was determined that the bag was not dangerous. EH&S was also notified of the incident and arrived and took possession of the bag for further testing and proper disposal.	North Yard Team
2016-0012280	9/16/2016  10:49:04 AM	9/16/2016 10:49:00AM	SUSPICIOUS MAIL/ PACKAGE/BAG	NRB PARKING GARAGE 77 AVE LOUIS PASTEUR	CLOSED	Officer dispatched to a report of a suspicious briefcase in the area. Officer arrived and report briefcase was a pest control bag.	Longwood Team
2016-0012470	9/20/2016  6:20:08 PM	9/20/2016  6:20:00PM	SUSPICIOUS MAIL/ PACKAGE/BAG	PRESIDENT'S RESIDENCE 33 ELMWOOD AVE	CLOSED	Officer dispatched to a report of two unattended backpacks in the area. Officer arrived and report backpacks belong to two children who were playing in the area.	Radcliffe/Quad Team
2016-0012729	9/26/2016  1:07:31 PM	9/26/2016  1:07:00PM	SUSPICIOUS MAIL/ PACKAGE/BAG	HAUSER HALL 1575 MASSACHUSETTS AVE	CLOSED	Officer dispatched to a report of an unattended bag in the lobby of the building. Officer arrived and report owner had come and claimed property.	North Yard Team
2016-0012766	9/27/2016  11:20:05 AM	9/27/2016 11:20:00AM	SUSPICIOUS MAIL/ PACKAGE/BAG	WIDENER LIBRARY 31 HARVARD YARD	CLOSED	Officers dispatched to a report of suspicious box left on a bench. Officers arrived and report box was full of books and it appears they are being donated.	Yard Team
2016-0012852	9/29/2016  3:54:44 PM	9/29/2016  3:54:00PM	SUSPICIOUS MAIL/ PACKAGE/BAG	TOSTESON MEC 260 LONGWOOD AVE	CLOSED	Officers dispatched to a report of an unattended bag in the area. Officers arrived and report no bag found in the area.	Longwood Team
2016-0013119	10/5/2016  12:22:57 PM	10/5/2016 12:22:00PM	SUSPICIOUS MAIL/ PACKAGE/BAG	KRESGE 677 HUNTINGTON AVE	CLOSED	Officer dispatched to a report of an unattended bag in the area. Officer arrived and report bag was returned to owner.	Longwood Team
2016-0013378	10/11/2016  11:32:25 AM	10/11/2016 11:32:00AM	SUSPICIOUS MAIL/ PACKAGE/BAG	LAMONT SERVICE GATE 61 HARVARD YARD	CLOSED	Officer dispatched to a report of an unattended laundry bag in the area. Officer arrived and report bag was trash and was disposed of.	Yard Team
2016-0008097	6/6/2016  11:02:29 PM	6/6/2016 11:02:00PM	SUSPICIOUS ODOR/SMOKE	9-13A WARE STREET 13-A WARE ST	CLOSED	Officers dispatched to a report of smoke coming from a window on the second floor. Officers arrived and report smoke coming from food being cooked on a stove.	Yard Team
2016-0009652	7/15/2016  10:49:44 AM	7/15/2016 10:49:00AM	SUSPICIOUS ODOR/SMOKE	"HILLEL, HARVARD 52 MT AUBURN ST"	CLOSED	Officer dispatched to a report of the smell of natural gas coming from the building. Officer arrived and was informed by Operations that odor was coming from the construction site outside.	River Team
2016-0009725	7/17/2016  5:53:14 PM	7/17/2016  5:53:00PM	SUSPICIOUS ODOR/SMOKE	CHAO CENTER 49 HARVARD WAY	CLOSED	Officers dispatched to a report of the smell of natural gas. Officers arrived and report small gas leak. National Grid notified and on scene taking care of issue.	Allston/Watertown Team
2016-0009900	7/20/2016  9:56:20 PM	7/20/2016  9:56:00PM	SUSPICIOUS ODOR/SMOKE	AMES HALL 20 EVERETT ST	CLOSED	Officer dispatched to a report of mulch possibly smoldering in the area. Officer arrived and report negative results.	North Yard Team
2016-0011606	8/31/2016  1:39:29 AM	8/31/2016  1:39:00AM	SUSPICIOUS ODOR/SMOKE	HASKINS HALL 34-A IRVING ST	CLOSED	Officer dispatched to a report of the smell of smoke. Officer arrived and report odor coming from a 4 alarm fire in Allston.	North Yard Team
2016-0012873	9/29/2016  11:58:57 PM	9/29/2016 11:58:00PM	SUSPICIOUS ODOR/SMOKE	 10 DEWOLFE ST	CLOSED	Officer dispatched to a report of the smell of smoke in the area. Officer arrived and report negative results.	River Team
2016-0014030	10/28/2016  6:42:20 PM	10/28/2016  6:42:00PM	SUSPICIOUS ODOR/SMOKE	QUINCY HOUSE A 58 PLYMPTON ST	CLOSED	Officers dispatched to a report of a burning odor. Officers arrived and report odor coming from a dryer with an electrical issue. The breaker was shut off until repairs are made.	River Team
2016-0007876	6/1/2016  11:05:00 AM	6/1/2016 11:05:00AM	THEFT REPORT	TERRY TERRACE 15 EVERETT ST	CLOSED	"Officer dispatched to take a report of stolen Lord and Taylor clothes from a package valued at $185.20.
Update 9/7/16: Complaints have been issued against an individual in this incident.
Name: Brooks, Adrian
Age: 36
Address: 70 Bishop Allen Drive #1, Cambridge, MA 02138
Charge(s): Breaking and Entering Daytime for Felony
Larceny from a Building (2 counts)
Trespass"	North Yard Team
2016-0007907	6/2/2016  11:55:00 AM	6/2/2016 11:45:00AM To 12:08:00PM	THEFT REPORT	 9 ASH ST	CLOSED	Officer dispatched to take a report of an unlawful breaking and entering into a room. While officer was speaking to the reporting party the officer observed the suspect outside of the building. The officer pursued the individual to which they fled the area. Officer continued to search the area with negative results.	Radcliffe/Quad Team
2016-0008021	6/3/2016  11:07:00 AM	6/3/2016 11:07:00AM	THEFT REPORT	TERRY TERRACE 19 EVERETT ST	CLOSED	"Officer dispatched to take a report of a stolen package containing Pomade hair products valued at $32.00.
Update 6/6/16: Upon further investigation this incident had been previously reported. The individual's property was not stolen but held for safekeeping."	North Yard Team
2016-0008035	6/3/2016  6:54:00 PM	6/2/2016  4:00:00PM To 10:00:00PM	THEFT REPORT	COMSTOCK HALL 130 WALKER ST	CLOSED	"Officer took a report over the phone of a stolen Apple laptop valued at $1,300.00."	Radcliffe/Quad Team
2016-0008123	6/8/2016  9:22:00 AM	6/8/2016  6:30:00AM To  7:00:00AM	THEFT REPORT	NRB NEW RESEARCH BUILDING 77 AVE LOUIS PASTEUR	CLOSED	Officer dispatched to take a report of a stolen iPhone 5S valued at $300.00.	Longwood Team
2016-0008138	6/8/2016  9:26:00 PM	6/8/2016  1:30:00PM To  9:40:00PM	THEFT REPORT	VANDERBILT HALL 107 AVE LOUIS PASTEUR	CLOSED	"Officer dispatched to take a report of a stolen red Giant bicycle valued at $500.00. The reporting individual informed the officer that their bicycle was secured to the rack outside of the bike cage with a combination lock valued at $50.00, which was also stolen."	Longwood Team
2016-0008140	6/8/2016  9:33:00 PM	6/8/2016 To 6/9/2016 6:40:00PM To 12:30:00AM	THEFT REPORT	 30 HINGHAM ST	CLOSED	Officer dispatched to a report of a forcible breaking and entering. Three cell phone chargers valued at $45.00 were reported stolen.	River Team
2016-0008151	6/9/2016  8:41:00 AM	5/31/2016 To 6/8/2016 8:00:00AM To  8:00:00AM	THEFT REPORT	SMITH CENTER PARKING GARAGE 1350 MASSACHUSETTS AVE	CLOSED	Officer dispatched to take a report of an attempted forcible break into a vending machine.	River Team
2016-0008154	6/9/2016  11:38:00 AM	4/20/2016 To 4/21/201611:30:00PM To 10:00:00AM	THEFT REPORT	PEABODY TERRACE GARAGE 125 PUTNAM AVE	CLOSED	"Officer dispatched to take a report of a stolen gray Specialized valued at $800.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a U lock valued at $50.00, which was also stolen."	River Team
2016-0008171	6/10/2016  3:48:00 AM	6/10/2016  3:48:00AM	THEFT REPORT	HARKNESS COMMONS 14 EVERETT ST	CLOSED	"Officer dispatched to take a report of a stolen Apple laptop valued at $2,000.00.
Update 8/3/16: Upon further investigation the reporting individual informed the officer the location of where the incident occurred was Harkness Commons not Caspersen Student Center. This incident is closed pending any further information."	North Yard Team
2016-0008181	6/10/2016  9:31:00 AM	6/3/2016 To 6/9/2016 8:00:00AM To  4:00:00PM	THEFT REPORT	SCIENCE CENTER 1 OXFORD ST	CLOSED	"Officer dispatched to take a report of a stolen welding machine valued at $1,500.00."	North Yard Team
2016-0008185	6/10/2016  10:58:00 AM	6/9/2016  3:00:00AM To  5:30:00PM	THEFT REPORT	 95 PRESCOTT ST	CLOSED	"Officer dispatched to take a report of a stolen dining room table valued at $1,000.00."	North Yard Team
2016-0008186	6/10/2016  12:18:00 PM	6/6/2016  9:00:00AM To 11:00:00AM	THEFT REPORT	SPH SCHOOL OF PUBLIC HEALTH 3 677 HUNTINGTON AVE	CLOSED	Officer dispatched to take a report of a stolen iPhone 6 valued at $600.00.	Longwood Team
2016-0008223	6/12/2016  3:42:00 PM	6/12/2016  3:42:00PM	THEFT REPORT	CONANT HALL 36 OXFORD ST	CLOSED	"Officer dispatched to take a report of a stolen orange Mongoose bicycle valued at $180.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $10.00, which was also stolen."	North Yard Team
2016-0008241	6/13/2016  11:52:00 AM	6/12/2016  2:00:00PM To  4:00:00PM	THEFT REPORT	BLODGETT POOL 79 N HARVARD ST	CLOSED	Officer dispatched to take a report of stolen U.S. currency valued at $300.00.	North Yard Team
2016-0008265	6/14/2016  12:34:00 PM	6/14/2016 12:34:00PM	THEFT REPORT	9-13 WARE ST 9 WARE ST	OPEN	Officer dispatched to take a report of a stolen Sharp Smart TV valued at $300.00.	Yard Team
2016-0008299	6/14/2016  5:30:00 PM	6/14/2016 12:00:00PM To  5:00:00PM	THEFT REPORT	WARREN ALPERT BUILDING 200 LONGWOOD AVE	CLOSED	"Officer dispatched to take a report of a stolen red Trek bicycle valued at $500.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $20.00, which was also stolen."	Longwood Team
2016-0008322	6/15/2016  1:24:00 PM	6/15/2016  1:24:00PM	THEFT REPORT	WARREN ALPERT BUILDING 200 LONGWOOD AVE	CLOSED	"Officer while on patrol took a report of stolen SJO Cord copper (200 feet) valued at $2,600.00.
Update 7/20/16: This case is closed pending any further information."	Longwood Team
2016-0008325	6/15/2016  4:26:00 PM	6/14/2016 To 6/15/2016 7:30:00PM To  8:50:00AM	THEFT REPORT	 10 AKRON ST	CLOSED	"Officer dispatched to take a report of a stolen light blue Giant bicycle valued at $500.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock, which was cut and left at the scene."	River Team
2016-0008328	6/15/2016  7:16:00 PM	6/15/2016  7:00:00PM To  7:10:00PM	THEFT REPORT	SCIENCE CENTER 1 OXFORD ST	CLOSED	Officer dispatched to take a report of a stolen Andriod cell phone valued at $300.00.	North Yard Team
2016-0008364	6/16/2016  5:54:00 PM	6/15/2016 To 6/16/2016 5:00:00PM To  5:30:00PM	THEFT REPORT	DUNSTER HOUSE - 20-20A PRESCOT 20 PRESCOTT ST	CLOSED	"Officer dispatched to a report of a stolen blue Giant bicycle valued at $300.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $30.00, which was also stolen."	Yard Team
2016-0008418	6/18/2016  8:51:00 PM	6/17/2016 To 6/18/2016 7:00:00PM To  3:00:00PM	THEFT REPORT	 20 DEWOLFE ST	CLOSED	"Officer dispatched to take a report of a stolen black and red Diamondback bicycle valued at $200.00 The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $20.00, which was also stolen."	River Team
2016-0008448	6/20/2016  8:45:00 AM	6/9/2016 To 6/18/201610:12:00AM To  4:00:00PM	THEFT REPORT	PEABODY TERRACE 11 900 MEMORIAL DR	CLOSED	Officer dispatched to take a report of two stolen packages containing women's and baby clothing valued at $146.90.	River Team
2016-0008471	6/20/2016  6:01:00 PM	6/20/2016  2:30:00PM To  6:00:00PM	THEFT REPORT	STORY HALL 12 EVERETT ST	CLOSED	Officer dispatched to take a report of an unlawful entry into an individual's room. A room key was reported stolen.	North Yard Team
2016-0008534	6/21/2016  4:17:00 PM	6/16/2016 To 6/20/2016 9:00:00PM To  8:00:00AM	THEFT REPORT	QUINCY HOUSE A 58 PLYMPTON ST	CLOSED	"Officer dispatched to take a report of a stolen gray and black Fuji bicycle valued at $1,200.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock, which was cut and left at the scene."	River Team
2016-0008538	6/21/2016  5:57:00 PM	6/21/2016  7:30:00AM To  4:00:00PM	THEFT REPORT	"BOTANIC GARDENS FERNALD, 4-42 4 FERNALD DR"	CLOSED	"Officer dispatched to take a report of a stolen red Diamondback bicycle valued at $300.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $25.00, which was also stolen."	Radcliffe/Quad Team
